speaker,start,end,text
SPEAKER_04,4308.64,4343.24," У меня, скажем так, это вообще четвертый подход к снаряду в общем виде с видео. Два видео есть с инфостарта, с мая, ну, то есть там один, грубо говоря, больше теоретически, второй чуть больше практически, да, но ближе к тому, сегодня бы я показывал вот и первый раз я, наверное, это показывал где-то зимой но это правда был так странно для внутреннего пользования, потому что это было прямо на примере конкретного клиента. Клиент мне разрешил поиспользовать его конфигурацию именно, да, там под обещание, что я им тоже покажу."
SPEAKER_04,4349.28,4350.36," Вот. Ну, в общем, да, то есть уже наработано немножечко."
SPEAKER_04,4365.46,4374.32," Ну, курс даже прям вот не знаю, как сказать. То есть, вот то первое видео, я его именно прямо показывал эти все моменты в процессе, вот, то есть там честно люди ждали, и потом я это монтировал в получасовой 40-минутный видос вот сегодня просто поступил по-другому просто по-другому, просто подготовил картинки,"
SPEAKER_00,4374.32,4387.0," грубо говоря, с промежуточными результатами я думаю тут Я думаю, тут под курсом имеется в виду еще и чуть-чуть введение, что такое гид, как его поставить. Не все же все-таки пока еще знают, не все умеют работать. А в интернете, да."
SPEAKER_04,4387.0,4411.0," Ну, в принципе, вот эта информации, конечно, на самом деле море. Я не знаю, можно, конечно, единственное, я бы считал полезным, может быть, заняться, пересмотреть, сесть то, что там предлагает тот же YouTube и составить какой-нибудь там, не знаю, на GitHub выборку, скажем так, того, что мне нравится, того, что это не очень важно. Возможно, вот так он."
SPEAKER_00,4417.1,4441.0," Но садиться записывать очередной курс, как пользоваться ГИТом, заодно уволите ну зачем это нужно. Это все есть. Давай так спросим у Олега. Олег, а почем вы бы готовы были купить такой курс? То, может быть, ты бы и передумал. Мне тоже кажется, что столько информации по ГИТу, как его ставить, может и не стоит так ну что же, что же, вопросов пока нет. Ребята только переписываются друг с другом. Сделать статью на инфоспуш, статью на инфостарте. Пусть статью на инфостарте делал по этому поводу?"
SPEAKER_04,4441.0,4475.0," Или там есть уже что-то. Да, у меня на самом деле есть краткая памятка на GitHub, правда, я там пайминг на гитхабе правда этом в последнем скажем так, не вся обнаруженная, скажем так, полезной информации там сейчас есть, надо ее будет подновить. Но она вот рядом с теми же документами, в принципе, такая памятка по пунктам, какие шаги надо делать, чтобы обновить. То есть там вот это все, конечно, нюансы объединения в форму объектов и прочего там, нету вот это наверное на наверное, надо подумать."
SPEAKER_00,4475.0,4495.0," Как памятка есть, тогда мы добавим все это к описанию к этому видео. Ну, еще анонс сделаем на канале, тоже туда это все добавим так что и памятка будет и все что что нужно будет. Вот то, что Мария пишет, что 1С новые процедуры создает, вместо ранее доработанных? Это то, что ты говорил?"
SPEAKER_04,4495.0,4507.64," Я это говорил в начале, но сейчас этого стало существенно меньше. Если раньше открываешь там следующ релиз UPP и даже ни одного знакомого названия модуля нету, вот это был Лахтунт, да."
SPEAKER_00,4514.56,4515.38," Не, ну тут видишь, как Мария пишет, в контексте того, что автоматически разлишаться конфликты, а ты даже этого и не узнаешь, что там."
SPEAKER_00,4525.0,4528.92," Ну, я говорил, что запускаем за тактический контроль и понимаем фигня ну и дальше эту фигню да уже придется больше времени потратить, чтобы понять, что произошло, что пошло не так. Все тут Всё тут."
SPEAKER_00,4533.0,4533.5, Слово подписка.
SPEAKER_00,4536.04,4537.4," Напишите, пожалуйста, правильно, а то YouTube на нее ругается. Ну, ладно."
SPEAKER_00,4541.0,4551.82," Хорошо, все, большоеай, тебе приблизительно оценка от Олега, если будет так же, как у Ильи Назимова, то рублей 2000 от 1000 до 2000 заплатил бы за мини-курс обновлений."
SPEAKER_04,4551.9,4573.64," Так что вот тебе приблизительная цена курса, за что аудитория готова его покупать. можно поэтому кстати на спонсоре выложить на что такое спонсор, это crowdfное предоставление своих материалов если интересно платить ежемесячная подписка, пожалуйста, берите."
SPEAKER_00,4573.64,4576.3," Да, ну это типа Патреона и все остальное."
SPEAKER_04,4576.3,4584.0," Ну, типа, да, типа того. Но это вот наш спонсор есть. То есть там просто так, я туда лазаю на пару интересных людей."
SPEAKER_00,4584.0,4587.5, У YouTube есть такая же тема. Можно делать контент закрытый по подписке.
SPEAKER_00,4592.0,4609.0," С доступом может даже еще проще будет. На YouTube-то есть все, а вот перетаскивает на другие площадки это проблематично людей иногда бывает ладно Ну, ладно. Ладно, все, тогда закругляемся, а то мы уже потихонечку тухнем, вопросов нет. Большое спасибо, что были с нами. Огромное спасибо за ваши донаты."
SPEAKER_04,4609.0,4615.22," Да, дорогие друзья, всем спасибо за участие. Я смотрю прям прям аудитория не сильно просела даже за время."
SPEAKER_00,4615.78,4642.1," Да, интересная тема, интересная. Тогда что, до новых встреч, пишите в канале Телеграма, какие бы еще хотели бы послушать темы, с кем бы хотели повидаться, познакомиться, кого послушать хотелось бы. Да, ссылки все будут, все будет. Спасибо, что этот вечер провели в нашей приятной, я надеюсь, приятной компании. Артем, тебе огромное спасибо за качественный такой доклад, за интересную тему. Мне кажется, это невероятно всем поможет в жизни."
SPEAKER_00,4644.24,4647.84," Пожалуйста. Все тогда, заканчиваем трансляцию, пока-пока."
